date,unit_code,channel
20220323,257a,33
20220323,258a,34
20220323,259a,35
20220323,259b,35
20220323,260a,36
20220323,261a,37
20220323,262a,38
20220323,263a,39
20220323,264a,40
20220323,265a,41
20220323,267a,43
20220323,267b,43
20220323,269a,45
20220323,270a,46
20220323,271a,47
20220323,273a,49
20220323,275a,51
20220323,276a,52
20220323,277a,53
20220323,279a,55
20220323,279b,55
20220323,279c,55
20220323,281a,57
20220323,283a,59
20220323,285a,61
20220323,287a,63
20220324,13d,13
20220324,14a,14
20220324,15d,15
20220324,16a,16
20220324,22a,22
20220324,26a,26
20220324,28a,28
20220324,28b,28
20220324,30a,30
20220324,30b,30
20220324,30c,30
20220324,31a,31
20220324,32a,32
20220324,257a,33
20220324,259a,35
20220324,259b,35
20220324,260a,36
20220324,261a,37
20220324,261b,37
20220324,262a,38
20220324,263a,39
20220324,264a,40
20220324,265a,41
20220324,267a,43
20220324,267b,43
20220324,269a,45
20220324,269b,45
20220324,271a,47
20220324,271b,47
20220324,273a,49
20220324,276a,52
20220324,277a,53
20220324,279a,55
20220324,279b,55
20220324,279c,55
20220324,281a,57
20220324,283a,59
20220324,283b,59
20220324,285a,61
20220324,287a,63
